county,category,taxonomic_group,taxonomic_subgroup,scientific_name,common_name
Cortland,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird
Cortland,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher
Cortland,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher
Cortland,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe
Cortland,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird
Cortland,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher
Cortland,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe
Cortland,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse
Cortland,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey
Cortland,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant
Cortland,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper
Cortland,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper
Cortland,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer
Cortland,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe
Cortland,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock
Cortland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk
Cortland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter gentilis,Northern Goshawk
Cortland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk
Cortland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk
Cortland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk
Cortland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk
Cortland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture
Cortland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier
Cortland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco columbarius,Merlin
Cortland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel
Cortland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey
Cortland,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird
Cortland,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift
Cortland,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher
Cortland,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet
Cortland,Animal,Birds,Larks,Eremophila alpestris,Horned Lark
Cortland,Animal,Birds,Loons,Gavia immer,Common Loon
Cortland,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird
Cortland,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird
Cortland,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher
Cortland,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk
Cortland,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch
Cortland,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch
Cortland,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow
Cortland,Animal,Birds,Owls,Asio otus,Long-eared Owl
Cortland,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl
Cortland,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl
Cortland,Animal,Birds,Owls,Strix varia,Barred Owl
Cortland,Animal,Birds,Owls,Tyto alba,Barn Owl
Cortland,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon
Cortland,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove
Cortland,Animal,Birds,"Rails, Coots and Cranes",Fulica americana,American Coot
Cortland,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora
Cortland,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail
Cortland,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow
Cortland,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow
Cortland,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco
Cortland,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow
Cortland,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow
Cortland,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow
Cortland,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee
Cortland,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow
Cortland,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow
Cortland,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow
Cortland,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow
Cortland,Animal,Birds,Starlings,Sturnus vulgaris,European Starling
