county,category,taxonomic_group,taxonomic_subgroup,scientific_name,common_name
Westchester,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch
Westchester,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch
Westchester,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch
Westchester,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee
Westchester,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher
Westchester,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher
Westchester,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher
Westchester,Animal,Birds,Flycatchers,Empidonax virescens,Acadian Flycatcher
Westchester,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher
Westchester,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe
Westchester,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird
Westchester,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher
Westchester,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe
Westchester,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse
Westchester,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey
Westchester,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant
Westchester,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper
Westchester,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer
Westchester,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe
Westchester,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Haematopus palliatus,American Oystercatcher
Westchester,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus argentatus,Herring Gull
Westchester,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus marinus,Great Black-backed Gull
Westchester,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter gentilis,Northern Goshawk
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Coragyps atratus,Black Vulture
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey
Westchester,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird
Westchester,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift
Westchester,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher
Westchester,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet
Westchester,Animal,Birds,Loons,Gavia immer,Common Loon
Westchester,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird
Westchester,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird
Westchester,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher
Westchester,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk
Westchester,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch
Westchester,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch
Westchester,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow
Westchester,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl
Westchester,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl
Westchester,Animal,Birds,Owls,Strix varia,Barred Owl
Westchester,Animal,Birds,Parrots and Parakeets,Myiopsitta monachus,Monk Parakeet
Westchester,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon
Westchester,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove
Westchester,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora
Westchester,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail
Westchester,Animal,Birds,Sparrows and Towhees,Ammodramus caudacutus,Saltmarsh Sharp-tailed Sparrow
Westchester,Animal,Birds,Sparrows and Towhees,Ammodramus maritimus,Seaside Sparrow
Westchester,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow
Westchester,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow
Westchester,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow
Westchester,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow
Westchester,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee
Westchester,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow
Westchester,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow
Westchester,Animal,Birds,Starlings,Sturnus vulgaris,European Starling
Westchester,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow
Westchester,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow
Westchester,Animal,Birds,Swallows,Progne subis,Purple Martin
Westchester,Animal,Birds,Swallows,Riparia riparia,Bank Swallow
Westchester,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Sterna hirundo,Common Tern
Westchester,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow
Westchester,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow
Westchester,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery
Westchester,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush
Westchester,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird
Westchester,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin
Westchester,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo
Westchester,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo
Westchester,Animal,Birds,Vireos,Vireo griseus,White-eyed Vireo
Westchester,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo
Westchester,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing
Westchester,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker
Westchester,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker
Westchester,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker
Westchester,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker
Westchester,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker
Westchester,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker
Westchester,Animal,Birds,Wood-Warblers,Geothlypis formosa,Kentucky Warbler
Westchester,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat
Westchester,Animal,Birds,Wood-Warblers,Helmitheros vermivorum,Worm-eating Warbler
Westchester,Animal,Birds,Wood-Warblers,Icteria virens,Yellow-breasted Chat
Westchester,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler
Westchester,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush
Westchester,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush
Westchester,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird
Westchester,Animal,Birds,Wood-Warblers,Setophaga americana,Northern Parula
Westchester,Animal,Birds,Wood-Warblers,Setophaga cerulea,Cerulean Warbler
Westchester,Animal,Birds,Wood-Warblers,Setophaga citrina,Hooded Warbler
Westchester,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler
Westchester,Animal,Birds,Wood-Warblers,Setophaga discolor,Prairie Warbler
Westchester,Animal,Birds,Wood-Warblers,Setophaga pensylvanica,Chestnut-sided Warbler
Westchester,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler
Westchester,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler
Westchester,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart
Westchester,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler
Westchester,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler
Westchester,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Warbler
Westchester,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren
Westchester,Animal,Birds,Wrens,Cistothorus platensis,Sedge Wren
Westchester,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren
Westchester,Animal,Birds,Wrens,Troglodytes aedon,House Wren
Westchester,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren
Westchester,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier
Westchester,Animal,Birds,Cormorants,Phalacrocorax auritus,Double-crested Cormorant
Westchester,Animal,Birds,Owls,Asio flammeus,Short-eared Owl
Westchester,Animal,Birds,Nightbirds,Antrostomus vociferus,Whip-poor-will
Westchester,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern
Westchester,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Bubulcus ibis,Cattle Egret
Westchester,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nyctanassa violacea,Yellow-crowned Night-Heron
Westchester,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Egretta thula,Snowy Egret
Westchester,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron
Westchester,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ardea herodias,Great Blue Heron
Westchester,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle
Westchester,Animal,Birds,"Rails, Coots and Cranes",Rallus elegans,King Rail
Westchester,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Plegadis falcinellus,Glossy Ibis
Westchester,Animal,Birds,"Rails, Coots and Cranes",Rallus crepitans,Clapper Rail
Westchester,Animal,Butterflies and Moths,Butterflies and Skippers,Atrytonopsis hianna,Dusted Skipper
Westchester,Animal,Butterflies and Moths,Butterflies and Skippers,Satyrium favonius ontario,Northern Oak Hairstreak
Westchester,Animal,Butterflies and Moths,Butterflies and Skippers,Calycopis cecrops,Red-banded Hairstreak
Westchester,Animal,Butterflies and Moths,Moths,Fagitana littera,Marsh Fern Moth
Westchester,Animal,Butterflies and Moths,Moths,Catocala pretiosa pretiosa,Precious Underwing
Westchester,Animal,Dragonflies and Damselflies,Damselflies,Lestes unguiculatus,Lyre-tipped Spreadwing
Westchester,Animal,Dragonflies and Damselflies,Damselflies,Lestes australis,Southern Spreadwing
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Libellula needhami,Needham's Skimmer
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Libellula flavida,Yellow-sided Skimmer
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Lanthus vernalis,Southern Pygmy Clubtail
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Gomphus abbreviatus,Spine-crowned Clubtail
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Cordulegaster erronea,Tiger Spiketail
Westchester,Animal,Dragonflies and Damselflies,Damselflies,Calopteryx dimidiata,Sparkling Jewelwing
Westchester,Animal,Dragonflies and Damselflies,Damselflies,Enallagma laterale,New England Bluet
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Somatochlora linearis,Mocha Emerald
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Erythrodiplax berenice,Seaside Dragonlet
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Cordulegaster obliqua,Arrowhead Spiketail
Westchester,Animal,Dragonflies and Damselflies,Damselflies,Argia translata,Dusky Dancer
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Anax longipes,Comet Darner
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Rhionaeschna mutata,Spatterdock Darner
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Neurocordulia obsoleta,Umber Shadowdragon
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Nasiaeschna pentacantha,Cyrano Darner
Westchester,Animal,Fish,Sturgeons and Paddlefish,Acipenser oxyrinchus,Atlantic Sturgeon
Westchester,Animal,Fish,Needlefishes,Strongylura marina,Atlantic Needlefish
Westchester,Animal,Fish,Sturgeons and Paddlefish,Acipenser brevirostrum,Shortnose Sturgeon
Westchester,Animal,Fish,Silversides,Menidia beryllina,Inland Silverside
Westchester,Animal,Fish,Herrings and Shad,Alosa mediocris,Hickory Shad
Westchester,Animal,Fish,Silversides,Menidia menidia,Atlantic Silverside
Westchester,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner
Westchester,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat
Westchester,Animal,Mammals,Rabbits and Hares,Sylvilagus transitionalis,New England Cottontail
Westchester,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat
Westchester,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat
Westchester,Animal,Reptiles,Turtles,Malaclemys terrapin,Diamondback Terrapin
Westchester,Animal,Reptiles,Snakes,Pantherophis spiloides,Eastern Ratsnake
Westchester,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake
Westchester,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake
Westchester,Animal,Reptiles,Snakes,Thamnophis sauritus,Eastern Ribbonsnake
Westchester,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake
Westchester,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle
Westchester,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle
Westchester,Animal,Reptiles,Turtles,Clemmys guttata,Spotted Turtle
Westchester,Animal,Reptiles,Turtles,Glyptemys insculpta,Wood Turtle
Westchester,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle
Westchester,Animal,Reptiles,Turtles,Kinosternon subrubrum,Eastern Mud Turtle
Westchester,Animal,Reptiles,Turtles,Sternotherus odoratus,Common Musk Turtle
Westchester,Animal,Reptiles,Turtles,Terrapene carolina,Eastern Box Turtle
Westchester,Animal,Reptiles,Turtles,Trachemys scripta,Slider
Westchester,Animal,Reptiles,Lizards,Plestiodon fasciatus,Five-lined Skink
Westchester,Animal,Reptiles,Snakes,Agkistrodon contortrix,Copperhead
Westchester,Animal,Reptiles,Snakes,Carphophis amoenus,Eastern Wormsnake
Westchester,Animal,Reptiles,Snakes,Coluber constrictor,Racer
Westchester,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake
Westchester,Animal,Reptiles,Snakes,Heterodon platirhinos,Eastern Hog-nosed Snake
Westchester,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake
Westchester,Animal,Reptiles,Lizards,Sceloporus undulatus,Fence Lizard
Westchester,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake
Westchester,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Rich shrub fen,Rich Shrub Fen
Westchester,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-hardwood swamp,Red Maple-Hardwood Swamp
Westchester,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-sweetgum swamp,Red Maple-Sweetgum Swamp
Westchester,Natural Community,Marine,Marine Intertidal,Marine rocky intertidal,Marine Rocky Intertidal
Westchester,Natural Community,Tidal Wetlands,Intertidal Wetlands,Brackish tidal marsh,Brackish Tidal Marsh
Westchester,Natural Community,Tidal Wetlands,Intertidal Wetlands,Brackish intertidal mudflats,Brackish Intertidal Mudflats
Westchester,Natural Community,Tidal Wetlands,Subtidal Wetlands,Tidal river,Tidal River
Westchester,Natural Community,Uplands,Forested Uplands,Appalachian oak-hickory forest,Appalachian Oak-Hickory Forest
Westchester,Natural Community,Uplands,Barrens and Woodlands,Acidic talus slope woodland,Acidic Talus Slope Woodland
Westchester,Natural Community,Uplands,Open Uplands,Rocky summit grassland,Rocky Summit Grassland
Westchester,Natural Community,Uplands,Forested Uplands,Chestnut oak forest,Chestnut Oak Forest
Westchester,Natural Community,Uplands,Forested Uplands,Oak-tulip tree forest,Oak-Tulip Tree Forest
Westchester,Plant,Conifers,Conifers,Pinus virginiana,Virginia Pine
Westchester,Plant,Conifers,Conifers,Pinus echinata,Shortleaf Pine
Westchester,Plant,Conifers,Conifers,Chamaecyparis thyoides,Atlantic White Cedar
Westchester,Plant,Ferns and Fern Allies,Ferns,Crepidomanes intricatum,Appalachian Bristle Fern
Westchester,Plant,Ferns and Fern Allies,Ferns,Athyrium asplenioides,Southern Lady Fern
Westchester,Plant,Ferns and Fern Allies,Horsetails,Equisetum pratense,Meadow Horsetail
Westchester,Plant,Ferns and Fern Allies,Ferns,Myriopteris lanosa,Woolly Lip Fern
Westchester,Plant,Ferns and Fern Allies,Horsetails,Equisetum palustre,Marsh Horsetail
Westchester,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern
Westchester,Plant,Flowering Plants,Other Flowering Plants,Utricularia minor,Lesser Bladderwort
Westchester,Plant,Flowering Plants,Sedges,Eleocharis equisetoides,Knotted Spike Rush
Westchester,Plant,Flowering Plants,Other Flowering Plants,Lechea racemulosa,Illinois Pinweed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Ludwigia sphaerocarpa,Globe-fruited Ludwigia
Westchester,Plant,Flowering Plants,Other Flowering Plants,Ceratophyllum echinatum,Prickly Hornwort
Westchester,Plant,Flowering Plants,Other Flowering Plants,Ranunculus micranthus,Small-flowered Crowfoot
Westchester,Plant,Flowering Plants,Other Flowering Plants,Lysimachia hybrida,Lowland Yellow Loosestrife
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Ageratina aromatica,Small White Snakeroot
Westchester,Plant,Flowering Plants,Other Flowering Plants,Mimulus alatus,Winged Monkey Flower
Westchester,Plant,Flowering Plants,Sedges,Carex emmonsii,Emmons' Sedge
Westchester,Plant,Flowering Plants,Other Flowering Plants,Melanthium virginicum,Virginia Bunchflower
Westchester,Plant,Flowering Plants,Other Flowering Plants,Potamogeton pulcher,Spotted Pondweed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine
Westchester,Plant,Flowering Plants,Other Flowering Plants,Oldenlandia uniflora,Clustered Bluets
Westchester,Plant,Flowering Plants,Other Flowering Plants,Desmodium laevigatum,Smooth Tick Trefoil
Westchester,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Slender Knotweed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium
Westchester,Plant,Flowering Plants,Other Flowering Plants,Hylodesmum pauciflorum,Small-flowered Tick Trefoil
Westchester,Plant,Flowering Plants,Other Flowering Plants,Magnolia virginiana var. virginiana,Sweetbay Magnolia
Westchester,Plant,Flowering Plants,Other Flowering Plants,Hypericum prolificum,Shrubby St. John's Wort
Westchester,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut
Westchester,Plant,Flowering Plants,Other Flowering Plants,Iris prismatica,Slender Blue Flag
Westchester,Plant,Flowering Plants,Other Flowering Plants,Corydalis flavula,Yellow Harlequin
Westchester,Plant,Flowering Plants,Other Flowering Plants,Crassula aquatica,Water Pigmyweed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root
Westchester,Plant,Flowering Plants,Other Flowering Plants,Crotalaria sagittalis,Rattlebox
Westchester,Plant,Flowering Plants,Other Flowering Plants,Polygonum glaucum,Seabeach Knotweed
Westchester,Plant,Flowering Plants,Grasses,Aristida longespica,Slender Threeawn
Westchester,Plant,Flowering Plants,Other Flowering Plants,Houstonia purpurea var. purpurea,Purple Bluets
Westchester,Plant,Flowering Plants,Other Flowering Plants,Cuscuta compacta,Sessile Dodder
Westchester,Plant,Flowering Plants,Other Flowering Plants,Melanthium hybridum,Slender Bunchflower
Westchester,Plant,Flowering Plants,Sedges,Bolboschoenus novae-angliae,Saltmarsh Bulrush
Westchester,Plant,Flowering Plants,Other Flowering Plants,Lespedeza angustifolia,Narrow-leaved Bush Clover
Westchester,Plant,Flowering Plants,Other Flowering Plants,Sabatia angularis,Rose Pink
Westchester,Plant,Flowering Plants,Other Flowering Plants,Trichostema setaceum,Narrow-leaved Blue-curls
Westchester,Plant,Flowering Plants,Sedges,Bolboschoenus maritimus ssp. paludosus,Seaside Bulrush
Westchester,Plant,Flowering Plants,Other Flowering Plants,Vitis vulpina,Winter Grape
Westchester,Plant,Flowering Plants,Other Flowering Plants,Xyris smalliana,Large Yellow-eyed Grass
Westchester,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. parviflorum,Small Southern Yellow Lady's Slipper
Westchester,Plant,Flowering Plants,Other Flowering Plants,Viola hirsutula,Southern Wood Violet
Westchester,Plant,Flowering Plants,Orchids,Arethusa bulbosa,Dragon's Mouth Orchid
Westchester,Plant,Flowering Plants,Other Flowering Plants,Polygonum erectum,Erect Knotweed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Ptilimnium capillaceum,Mock Bishopweed
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens bidentoides,Delmarva Beggar-ticks
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Cirsium altissimum,Tall Thistle
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Eupatorium torreyanum,Fringed Boneset
Westchester,Plant,Flowering Plants,Other Flowering Plants,Sagittaria subulata,Strap-leaf Arrowhead
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Nabalus racemosus,Glaucous Rattlesnake-root
Westchester,Plant,Flowering Plants,Sedges,Rhynchospora fusca,Sooty Beak Sedge
Westchester,Plant,Flowering Plants,Other Flowering Plants,Castilleja coccinea,Scarlet Indian-paintbrush
Westchester,Plant,Flowering Plants,Sedges,Cyperus retrorsus,Retrorse Flatsedge
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens beckii,Beck's Water Marigold
Westchester,Plant,Flowering Plants,Other Flowering Plants,Tomostima reptans,Carolina Whitlow Grass
Westchester,Plant,Flowering Plants,Other Flowering Plants,Viola pedata var. pedata,Bird's-foot Violet
Westchester,Plant,Flowering Plants,Sedges,Scleria reticularis,Reticulated Nut Sedge
Westchester,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper
Westchester,Plant,Flowering Plants,Other Flowering Plants,Ranunculus pusillus,Spearwort
Westchester,Plant,Flowering Plants,Other Flowering Plants,Heuchera americana var. americana,American Alumroot
Westchester,Plant,Flowering Plants,Other Flowering Plants,Desmodium obtusum,Stiff Tick Trefoil
Westchester,Plant,Flowering Plants,Orchids,Neottia convallarioides,Broad-lipped Twayblade
Westchester,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar-ticks
Westchester,Plant,Flowering Plants,Other Flowering Plants,Viburnum nudum var. nudum,Southern Wild Raisin
Westchester,Plant,Flowering Plants,Other Flowering Plants,Lespedeza repens,Trailing Bush Clover
Westchester,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge
Westchester,Plant,Flowering Plants,Other Flowering Plants,Oxybasis rubra var. rubra,Red Pigweed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Lechea tenuifolia,Slender Pinweed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Jeffersonia diphylla,Twinleaf
Westchester,Plant,Flowering Plants,Other Flowering Plants,Sisyrinchium mucronatum,Sharp-tipped Blue-eyed Grass
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Oclemena nemoralis,Bog Aster
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Sericocarpus linifolius,Flax-leaf Whitetop
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago latissimifolia,Coastal Goldenrod
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum boreale,Northern Bog Aster
Westchester,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge
Westchester,Plant,Flowering Plants,Sedges,Carex davisii,Davis' Sedge
Westchester,Plant,Flowering Plants,Sedges,Carex conjuncta,Soft Fox Sedge
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum tenuifolium var. tenuifolium,Perennial Saltmarsh Aster
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum subulatum var. subulatum,Annual Saltmarsh Aster
Westchester,Plant,Flowering Plants,Sedges,Eleocharis tuberculosa,Long-tubercled Spike Rush
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago rigida var. rigida,Stiff Leaf Flat-topped Goldenrod
Westchester,Plant,Flowering Plants,Other Flowering Plants,Viola primulifolia var. primulifolia,Primrose-leaved Violet
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Liatris scariosa var. novae-angliae,Northern Blazing Star
Westchester,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge
Westchester,Plant,Flowering Plants,Sedges,Carex mitchelliana,Mitchell's Sedge
Westchester,Plant,Flowering Plants,Sedges,Rhynchospora cephalantha,Bunched Beak Sedge
Westchester,Plant,Flowering Plants,Sedges,Scleria pauciflora,Few-flowered Nut Sedge
Westchester,Plant,Flowering Plants,Other Flowering Plants,Potamogeton diversifolius,Southern Snailseed Pondweed
Westchester,Plant,Flowering Plants,Other Flowering Plants,Chenopodium standleyanum,Standley's Goosefoot
Westchester,Plant,Flowering Plants,Sedges,Carex bicknellii,Bicknell's Sedge
Westchester,Plant,Flowering Plants,Sedges,Carex arcta,Northern Clustered Sedge
Westchester,Plant,Flowering Plants,Grasses,Paspalum laeve,Field Beadgrass
Westchester,Plant,Flowering Plants,Orchids,Aplectrum hyemale,Puttyroot
Westchester,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge
Westchester,Plant,Flowering Plants,Other Flowering Plants,Viola brittoniana,Coast Violet
Westchester,Plant,Flowering Plants,Sedges,Carex nigromarginata,Black-edge Sedge
Westchester,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade
Westchester,Plant,Flowering Plants,Orchids,Platanthera ciliaris,Orange Fringed Orchid
Westchester,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge
Westchester,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid
